id,name,set_name,set_release_date,rarity,hp,type,evolves_from,nb_attacks,is_holo,is_reverse,price_tcgplayer_low,price_tcgplayer_mid,price_tcgplayer_high,price_tcgplayer_market,price_cardmarket_low,price_cardmarket_trend,price_cardmarket_avg30,price_cardmarket_avg7,price_cardmarket_avg1,price_cardmarket_avg_sell,price_pricecharting,market_price,high_price,low_price,trend_price,year,rarity_encoded,set_age,price_range,hp_normalized,has_evolution,price_source_count,price_volatility,target
neo1-65,Mareep,Neo Genesis,2000/12/16,Common,40.0,Lightning,,2,0,0,,,,,0.02,0.88,0.64,0.54,0.37,0.61,,0.575,0.61,0.02,0.88,2000,1,24,0.59,0.10526315789473684,0,2,1.0260869565217392,1
sm1-68,Hariyama,Sun & Moon,2017/02/03,Rare,130.0,Fighting,Makuhita,2,0,1,0.04,0.2,19.98,0.16,0.02,0.12,0.13,0.13,0.08,0.13,,0.155,19.98,0.02,0.12,2017,3,7,19.96,0.34210526315789475,1,4,128.7741935483871,0
ex11-69,Eevee,Delta Species,2005/10/31,Common,50.0,Colorless,,2,0,1,6.0,10.79,74.9,8.27,0.15,5.3,5.23,5.91,7.0,7.62,,8.1475,74.9,0.15,5.3,2005,1,19,74.75,0.13157894736842105,0,4,9.174593433568578,0
xy1-72,Zorua,XY,2014/02/05,Common,50.0,Darkness,,2,0,1,0.03,0.38,19.98,0.35,0.02,0.19,0.18,0.18,0.1,0.21,,0.27999999999999997,19.98,0.02,0.19,2014,1,10,19.96,0.13157894736842105,0,4,71.28571428571429,0
bw10-76,Ursaring,Plasma Blast,2013/08/14,Uncommon,130.0,Colorless,Teddiursa,2,0,1,0.14,0.36,19.98,0.36,0.02,0.27,0.28,0.34,0.15,0.28,,0.335,19.98,0.02,0.27,2013,2,11,19.96,0.34210526315789475,1,4,59.582089552238806,0
base4-70,Cubone,Base Set 2,2000/02/24,Common,40.0,Fighting,,2,0,0,0.35,0.94,19.82,1.14,0.04,1.07,1.25,1.29,1.7,1.12,,1.1225,19.82,0.04,1.07,2000,1,24,19.78,0.10526315789473684,0,4,17.621380846325167,0
sm6-66,Binacle,Forbidden Light,2018/05/04,Common,70.0,Fighting,,1,0,1,0.09,0.31,19.98,0.3,0.02,0.16,0.12,0.16,0.09,0.13,,0.225,19.98,0.02,0.16,2018,1,6,19.96,0.18421052631578946,0,4,88.71111111111111,0
ex10-71,Remoraid,Unseen Forces,2005/08/01,Common,50.0,Water,,2,0,1,0.25,0.73,19.98,0.71,0.02,0.04,0.31,0.23,0.25,0.17,,0.45999999999999996,19.98,0.02,0.04,2005,1,19,19.96,0.13157894736842105,0,4,43.39130434782609,0
neo3-66,Shining Magikarp,Neo Revelation,2001/09/21,Rare Shining,30.0,Water,,2,0,0,353.66,441.82,475.0,447.5,79.95,343.56,281.86,302.99,247.5,350.89,,385.8,475.0,79.95,343.56,2001,5,23,395.05,0.07894736842105263,0,4,1.0239761534473821,0
sm5-71,Murkrow,Ultra Prism,2018/02/02,Common,70.0,Darkness,,1,0,1,0.02,0.21,19.98,0.19,0.02,0.07,0.07,0.1,0.04,0.06,,0.14,19.98,0.02,0.07,2018,1,6,19.96,0.18421052631578946,0,4,142.57142857142856,0
xy3-59,Pancham,Furious Fists,2014/08/13,Uncommon,60.0,Fighting,,2,0,1,0.07,0.25,1.49,0.24,0.02,0.15,0.22,0.17,0.02,0.2,,0.215,1.49,0.02,0.15,2014,2,10,1.47,0.15789473684210525,0,4,6.837209302325581,0
xy12-67,Raticate,Evolutions,2016/11/02,Rare,60.0,Colorless,Rattata,2,0,1,0.03,0.22,19.98,0.22,0.02,0.21,0.22,0.25,0.26,0.23,,0.23,19.98,0.02,0.21,2016,3,8,19.96,0.15789473684210525,1,4,86.78260869565217,0
ecard1-64,Typhlosion,Expedition Base Set,2002/09/15,Rare,100.0,Fire,Quilava,2,0,1,105.0,199.95,565.73,48.78,1.4,10.5,10.23,14.95,3.9,12.39,,69.0175,565.73,1.4,10.5,2002,3,22,564.33,0.2631578947368421,1,4,8.176621871264535,0
gym1-72,Brock's Sandshrew,Gym Heroes,2000/08/14,Common,50.0,Fighting,,1,0,0,,,,,0.25,2.79,2.12,1.87,1.65,2.02,,1.945,2.02,0.25,2.79,2000,1,24,1.77,0.13157894736842105,0,2,0.910025706940874,1
xy6-68,Dunsparce,Roaring Skies,2015/05/06,Common,60.0,Colorless,,2,0,1,0.05,0.36,19.98,0.41,0.02,0.22,0.16,0.22,0.1,0.14,,0.28250000000000003,19.98,0.02,0.22,2015,1,9,19.96,0.15789473684210525,0,4,70.65486725663716,0
xy5-74,Rhyhorn,Primal Clash,2015/02/04,Common,80.0,Fighting,,1,0,1,0.01,0.2,19.86,0.14,0.02,0.11,0.09,0.09,0.15,0.09,,0.13,19.86,0.01,0.11,2015,1,9,19.849999999999998,0.21052631578947367,0,4,152.69230769230768,0
smp-SM63,Salazzle-GX,SM Black Star Promos,2017/02/03,Promo,200.0,Fire,Salandit,3,1,0,1.34,2.28,9999.0,2.3,1.98,3.3,2.69,2.99,4.0,2.7,,2.5675,9999.0,1.34,3.3,2017,2,7,9997.66,0.5263157894736842,1,4,3893.9279454722496,1
neo4-72,Light Sunflora,Neo Destiny,2002/02/28,Common,80.0,Grass,Sunkern,2,0,0,,,,,0.1,1.89,1.81,1.85,0.15,1.93,,1.8900000000000001,1.93,0.1,1.89,2002,1,22,1.8299999999999998,0.21052631578947367,1,2,0.9682539682539681,0
base2-62,Spearow,Jungle,1999/06/16,Common,50.0,Colorless,,2,0,0,,,,,0.02,0.38,0.43,0.3,0.66,0.45,,0.375,0.45,0.02,0.38,1999,1,25,0.43,0.13157894736842105,0,2,1.1466666666666667,0
bw3-66,Archen,Noble Victories,2011/11/16,Uncommon,80.0,Fighting,Plume Fossil,2,0,1,0.4,0.77,19.98,0.88,0.02,0.37,0.55,0.49,0.2,0.52,,0.665,19.98,0.02,0.37,2011,2,13,19.96,0.21052631578947367,1,4,30.015037593984964,0
hgss3-70,Togepi,HS—Undaunted,2010/08/18,Common,40.0,Colorless,,1,0,1,0.75,1.62,19.98,1.35,0.02,0.11,0.21,0.12,0.04,0.23,,0.8300000000000001,19.98,0.02,0.11,2010,1,14,19.96,0.10526315789473684,0,4,24.048192771084338,0
bw7-73,Whirlipede,Boundaries Crossed,2012/11/07,Uncommon,100.0,Psychic,Venipede,1,0,1,0.35,0.55,19.98,0.85,0.02,0.22,0.24,0.26,0.3,0.24,,0.475,19.98,0.02,0.22,2012,2,12,19.96,0.2631578947368421,1,4,42.021052631578954,0
dp2-65,Unown [E],Mysterious Treasures,2007/08/01,Uncommon,50.0,Psychic,,1,0,1,0.23,0.75,19.98,1.06,0.05,0.38,0.39,0.33,0.02,0.47,,0.6525000000000001,19.98,0.05,0.38,2007,2,17,19.93,0.13157894736842105,0,4,30.54406130268199,0
swsh4-68,Banette,Vivid Voltage,2020/11/13,Rare,90.0,Psychic,Shuppet,1,0,1,0.07,0.28,19.98,0.3,0.02,0.19,0.21,0.16,0.1,0.19,,0.2325,19.98,0.02,0.19,2020,3,4,19.96,0.23684210526315788,1,4,85.84946236559139,0
pl1-72,Diglett,Platinum,2009/02/11,Common,50.0,Fighting,,2,0,1,0.1,0.32,19.98,0.4,0.02,0.12,0.09,0.12,0.07,0.1,,0.235,19.98,0.02,0.12,2009,1,15,19.96,0.13157894736842105,0,4,84.93617021276597,0
ex8-70,Poochyena,Deoxys,2005/02/01,Common,50.0,Darkness,,2,0,1,0.65,1.5,19.88,1.64,0.05,0.72,0.56,0.97,0.78,0.43,,1.135,19.88,0.05,0.72,2005,1,19,19.83,0.13157894736842105,0,4,17.471365638766517,0
ecard2-45,Bellsprout,Aquapolis,2003/01/15,Uncommon,50.0,Grass,,1,0,1,15.17,117.9,199.9,15.17,0.99,3.66,3.37,3.43,5.0,3.34,,34.96,199.9,0.99,3.66,2003,2,21,198.91,0.13157894736842105,0,4,5.689645308924485,0
base5-66,Rattata,Team Rocket,2000/04/24,Common,40.0,Colorless,,1,0,0,,,,,0.02,0.77,0.7,0.58,0.23,0.64,,0.61,0.64,0.02,0.77,2000,1,24,0.62,0.10526315789473684,0,2,1.0163934426229508,1
xyp-XY62,Absol-EX,XY Black Star Promos,2013/10/12,Promo,170.0,Darkness,,2,1,0,4.92,12.08,307.3,12.12,4.62,1.12,15.71,9.74,9.5,9.74,,10.92,307.3,4.62,1.12,2013,2,11,302.68,0.4473684210526316,0,4,27.71794871794872,0
xy8-66,Mismagius,BREAKthrough,2015/11/04,Rare Holo,90.0,Psychic,Misdreavus,1,1,1,0.25,0.83,19.98,0.86,0.5,1.62,1.56,1.76,0.95,1.77,,1.305,19.98,0.25,1.62,2015,4,9,19.73,0.23684210526315788,1,4,15.118773946360154,1
bw4-76,Bronzong,Next Destinies,2012/02/08,Rare,110.0,Metal,Bronzor,1,0,1,0.2,0.4,19.98,0.33,0.02,0.49,0.51,0.59,0.4,0.45,,0.4425,19.98,0.02,0.49,2012,3,12,19.96,0.2894736842105263,1,4,45.10734463276836,1
sm3-68,Lunatone,Burning Shadows,2017/08/05,Uncommon,90.0,Fighting,,1,0,1,0.01,0.19,19.98,0.13,0.02,0.07,0.06,0.07,0.04,0.07,,0.115,19.98,0.01,0.07,2017,2,7,19.97,0.23684210526315788,0,4,173.65217391304347,0
g1-59,Clemont,Generations,2016/02/22,Uncommon,,,,0,0,1,0.19,0.3,19.98,0.27,0.02,0.2,0.2,0.22,0.02,0.24,,0.2575,19.98,0.02,0.2,2016,2,8,19.96,,0,4,77.51456310679612,0
sm4-63,Guzzlord-GX,Crimson Invasion,2017/11/03,Rare Holo GX,210.0,Darkness,,3,1,0,3.0,5.41,50.0,5.73,0.5,3.68,3.08,3.31,4.99,3.2,,4.4125,50.0,0.5,3.68,2017,4,7,49.5,0.5526315789473685,0,4,11.218130311614733,0
base1-73,Impostor Professor Oak,Base,1999/01/09,Rare,,,,0,0,0,2.99,5.2,96.08,5.6,16.99,32.76,26.4,24.97,22.0,19.99,,13.94,96.08,2.99,32.76,1999,3,25,93.09,,0,4,6.67790530846485,1
ex16-64,Snorunt,Power Keepers,2007/02/02,Common,50.0,Water,,2,0,1,0.14,0.43,19.98,0.57,0.02,0.37,0.3,0.37,0.3,0.27,,0.41000000000000003,19.98,0.02,0.37,2007,1,17,19.96,0.13157894736842105,0,4,48.68292682926829,0
bw9-72,Pawniard,Plasma Freeze,2013/05/08,Common,50.0,Darkness,,1,0,1,0.08,0.25,5.0,0.24,0.02,0.12,0.15,0.15,0.05,0.15,,0.1975,5.0,0.02,0.12,2013,1,11,4.98,0.13157894736842105,0,4,25.21518987341772,0
bw6-69,Sawk,Dragons Exalted,2012/08/15,Uncommon,90.0,Fighting,,2,0,1,0.14,0.35,19.98,0.35,0.02,0.16,0.19,0.18,0.09,0.19,,0.26749999999999996,19.98,0.02,0.16,2012,2,12,19.96,0.23684210526315788,0,4,74.61682242990656,0
sm35-62,Lillie,Shining Legends,2017/10/06,Uncommon,,,,0,0,1,0.05,0.25,19.98,0.25,0.02,0.14,0.15,0.11,0.15,0.12,,0.1825,19.98,0.02,0.14,2017,2,7,19.96,,0,4,109.36986301369863,0
xy7-73,Faded Town,Ancient Origins,2015/08/12,Uncommon,,,,0,0,1,0.01,0.2,5.0,0.14,0.02,0.14,0.17,0.16,0.05,0.18,,0.17,5.0,0.01,0.14,2015,2,9,4.99,,0,4,29.352941176470587,0
base6-66,Tentacruel,Legendary Collection,2002/05/24,Uncommon,60.0,Water,Tentacool,2,0,1,0.91,1.24,19.98,1.24,0.2,0.82,0.77,0.97,1.92,0.93,,1.095,19.98,0.2,0.82,2002,2,22,19.78,0.15789473684210525,1,4,18.06392694063927,0
ecard3-38,Machoke,Skyridge,2003/05/12,Uncommon,80.0,Fighting,Machop,2,0,1,17.99,40.0,45.0,15.61,0.5,3.97,3.53,4.27,2.54,3.72,,15.899999999999999,45.0,0.5,3.97,2003,2,21,44.5,0.21052631578947367,1,4,2.79874213836478,0
sm11-66,Eelektross,Unified Minds,2019/08/02,Rare Holo,150.0,Lightning,Eelektrik,1,1,1,0.25,0.51,19.98,0.51,0.1,0.55,0.67,0.58,0.47,0.58,,0.545,19.98,0.1,0.55,2019,4,5,19.88,0.39473684210526316,1,4,36.47706422018348,0
xy10-68,Snubbull,Fates Collide,2016/05/02,Common,70.0,Fairy,,1,0,1,0.01,0.26,4.0,0.3,0.02,0.08,0.1,0.11,0.17,0.08,,0.1875,4.0,0.01,0.08,2016,1,8,3.99,0.18421052631578946,0,4,21.28,0
swsh2-67,Boltund V,Rebel Clash,2020/05/01,Rare Holo V,200.0,Lightning,,2,1,0,0.49,1.1,50.0,1.02,0.49,0.02,1.71,1.19,0.7,1.14,,1.1124999999999998,50.0,0.49,0.02,2020,4,4,49.51,0.5263157894736842,0,4,44.50337078651686,0
dp5-68,Munchlax,Majestic Dawn,2008/05/01,Common,60.0,Colorless,,1,0,1,7.6,9.99,200.0,11.75,0.02,1.13,1.32,1.13,1.88,1.46,,6.0825000000000005,200.0,0.02,1.13,2008,1,16,199.98,0.15789473684210525,0,4,32.87792848335388,0
hgss4-69,Nidoran ♀,HS—Triumphant,2010/11/03,Common,50.0,Psychic,,2,0,1,0.1,0.3,19.98,0.3,0.02,0.42,0.31,0.42,0.02,0.29,,0.32749999999999996,19.98,0.02,0.42,2010,1,14,19.96,0.13157894736842105,0,4,60.946564885496194,1
ex15-60,Ralts,Dragon Frontiers,2006/11/01,Common,50.0,Psychic,,2,0,1,0.19,0.58,19.98,0.62,0.02,0.37,0.34,0.32,0.42,0.38,,0.47500000000000003,19.98,0.02,0.37,2006,1,18,19.96,0.13157894736842105,0,4,42.02105263157895,0
ex4-73,Maxie,Team Magma vs Team Aqua,2004/03/01,Uncommon,,,,0,0,1,3.52,6.26,82.2,4.38,0.4,2.07,2.03,2.24,0.99,2.77,,3.9125,82.2,0.4,2.07,2004,2,20,81.8,,0,4,20.9073482428115,0
swsh35-75,Drednaw VMAX,Champion's Path,2020/09/25,Rare Rainbow,320.0,Water,Drednaw V,1,1,0,6.0,8.0,22.79,6.59,4.0,5.52,7.04,5.84,4.88,5.83,,6.565,22.79,4.0,5.52,2020,6,4,18.79,0.8421052631578947,1,4,2.862147753236862,0
bw8-70,Beheeyem,Plasma Storm,2013/02/06,Rare,90.0,Psychic,Elgyem,2,0,1,0.45,0.74,19.98,0.71,0.15,1.12,0.88,0.91,1.86,0.7,,0.765,19.98,0.15,1.12,2013,3,11,19.830000000000002,0.23684210526315788,1,4,25.92156862745098,1
xy4-65a,Aegislash-EX,Phantom Forces,2014/11/05,Rare Ultra,170.0,Metal,,1,0,0,,,,,6.5,16.05,11.89,16.55,19.5,19.98,,18.265,19.98,6.5,16.05,2014,5,10,13.48,0.4473684210526316,0,2,0.7380235422940049,0
dp4-65,Drowzee,Great Encounters,2008/02/01,Common,60.0,Psychic,,2,0,1,0.1,0.36,19.98,0.35,0.02,0.16,0.18,0.17,0.22,0.19,,0.26749999999999996,19.98,0.02,0.16,2008,1,16,19.96,0.15789473684210525,0,4,74.61682242990656,0
bw5-65,Krokorok,Dark Explorers,2012/05/09,Uncommon,90.0,Darkness,Sandile,2,0,1,0.23,0.48,19.98,0.5,0.02,0.19,0.22,0.15,0.09,0.15,,0.31999999999999995,19.98,0.02,0.19,2012,2,12,19.96,0.23684210526315788,1,4,62.375000000000014,0
sm2-66,Sudowoodo,Guardians Rising,2017/05/05,Uncommon,100.0,Fighting,,1,0,1,0.02,0.21,19.98,0.21,0.0,0.29,0.31,0.29,0.29,0.29,,0.25,19.98,0.0,0.29,2017,2,7,19.98,0.2631578947368421,0,4,79.92,1
ex7-70,Psyduck,Team Rocket Returns,2004/11/01,Common,50.0,Water,,2,0,0,25.16,31.99,149.99,26.94,2.5,9.27,8.36,8.93,7.0,9.48,,19.335,149.99,2.5,9.27,2004,1,20,147.49,0.13157894736842105,0,4,7.628135505559865,0
sma-SV65,Zygarde-GX,Hidden Fates Shiny Vault,2019/08/23,Rare Shiny GX,200.0,Fighting,,3,1,0,35.0,44.44,679.8,38.78,10.0,21.52,16.17,19.85,12.0,19.42,,30.622500000000002,679.8,10.0,21.52,2019,3,5,669.8,0.5263157894736842,0,4,21.87280594334231,0
pl3-67,Marshtomp,Supreme Victors,2009/08/19,Uncommon,80.0,Water,Mudkip,1,0,1,0.75,1.19,19.98,1.3,0.05,0.52,0.43,0.48,0.35,0.47,,0.86,19.98,0.05,0.52,2009,2,15,19.93,0.21052631578947367,1,4,23.174418604651162,0
xy11-74,Cobalion,Steam Siege,2016/08/03,Rare,120.0,Metal,,2,0,1,0.19,0.41,19.74,0.4,0.0,0.8,0.65,0.65,0.8,0.8,,0.5650000000000001,19.74,0.0,0.8,2016,3,8,19.74,0.3157894736842105,0,4,34.938053097345126,1
ex9-71,Voltorb,Emerald,2005/05/01,Common,50.0,Lightning,,2,0,1,0.2,0.73,19.98,0.72,0.02,0.33,0.18,0.25,0.44,0.17,,0.46749999999999997,19.98,0.02,0.33,2005,1,19,19.96,0.13157894736842105,0,4,42.69518716577541,0
swsh1-72,Tapu Koko V,Sword & Shield,2020/02/07,Rare Holo V,200.0,Lightning,,2,1,0,0.4,1.0,3.99,0.98,0.4,1.44,1.49,1.23,1.95,1.65,,1.2149999999999999,3.99,0.4,1.44,2020,4,4,3.5900000000000003,0.5263157894736842,0,4,2.9547325102880664,1
pl2-68,Koffing,Rising Rivals,2009/05/16,Common,60.0,Psychic,,2,0,1,0.1,0.37,19.98,0.51,0.02,0.16,0.11,0.12,0.03,0.1,,0.275,19.98,0.02,0.16,2009,1,15,19.96,0.15789473684210525,0,4,72.58181818181818,0
bw6-70,Stunfisk,Dragons Exalted,2012/08/15,Uncommon,100.0,Fighting,,2,0,1,0.04,0.29,19.98,0.29,0.02,0.23,0.21,0.24,0.5,0.22,,0.26,19.98,0.02,0.23,2012,2,12,19.96,0.2631578947368421,0,4,76.76923076923077,0
bw11-75,Duosion,Legendary Treasures,2013/11/06,Uncommon,60.0,Psychic,Solosis,1,0,1,0.15,0.4,19.98,0.42,0.1,0.4,0.4,0.51,1.5,0.53,,0.465,19.98,0.1,0.4,2013,2,11,19.88,0.15789473684210525,1,4,42.75268817204301,0
bw2-64,Purrloin,Emerging Powers,2011/08/31,Common,60.0,Darkness,,1,0,0,0.1,0.28,19.98,0.31,0.02,0.13,0.13,0.15,0.1,0.14,,0.22000000000000003,19.98,0.02,0.13,2011,1,13,19.96,0.15789473684210525,0,4,90.72727272727272,0
hgss2-73,Emcee's Chatter,HS—Unleashed,2010/05/12,Uncommon,,,,0,0,1,0.18,0.35,19.98,0.35,0.02,0.21,0.23,0.15,0.25,0.2,,0.26249999999999996,19.98,0.02,0.21,2010,2,14,19.96,,0,4,76.03809523809525,0
ex4-74,Strength Charm,Team Magma vs Team Aqua,2004/03/01,Uncommon,,,,0,0,1,0.95,1.58,96.25,1.58,0.02,0.98,1.31,0.97,1.3,1.02,,1.2874999999999999,96.25,0.02,0.98,2004,2,20,96.23,,0,4,74.74174757281554,0
sm11-67,Stunfisk,Unified Minds,2019/08/02,Common,90.0,Lightning,,1,0,1,0.01,0.2,19.98,0.13,0.02,0.07,0.08,0.08,0.02,0.07,,0.12000000000000001,19.98,0.01,0.07,2019,1,5,19.97,0.23684210526315788,0,4,166.41666666666666,0
ex2-65,Growlithe,Sandstorm,2003/09/18,Common,50.0,Fire,,1,0,1,1.67,2.95,27.5,3.02,0.05,0.8,0.64,0.96,1.23,0.59,,1.8800000000000001,27.5,0.05,0.8,2003,1,21,27.45,0.13157894736842105,0,4,14.601063829787233,0
ex7-71,Rattata,Team Rocket Returns,2004/11/01,Common,40.0,Colorless,,1,0,1,0.5,0.95,19.88,0.8,0.04,0.51,0.51,0.39,1.0,0.53,,0.6675000000000001,19.88,0.04,0.51,2004,1,20,19.84,0.10526315789473684,0,4,29.72284644194756,0
bwp-BW61,Keldeo-EX,BW Black Star Promos,2011/03/01,Promo,170.0,Water,,1,1,0,1.34,2.5,96.95,2.38,0.99,3.21,3.07,3.29,3.45,3.43,,2.9000000000000004,96.95,0.99,3.21,2011,2,13,95.96000000000001,0.4473684210526316,0,4,33.08965517241379,1
hgss4-70,Nidoran ♂,HS—Triumphant,2010/11/03,Common,50.0,Psychic,,2,0,1,0.07,0.3,2.23,0.34,0.02,0.2,0.18,0.26,0.34,0.15,,0.2625,2.23,0.02,0.2,2010,1,14,2.21,0.13157894736842105,0,4,8.41904761904762,0
xy8-67,Wobbuffet,BREAKthrough,2015/11/04,Uncommon,100.0,Psychic,,2,0,1,0.03,0.26,19.98,0.27,0.02,0.18,0.17,0.24,0.79,0.12,,0.2225,19.98,0.02,0.18,2015,2,9,19.96,0.2631578947368421,0,4,89.70786516853933,0
ex9-72,Vulpix,Emerald,2005/05/01,Common,50.0,Fire,,2,0,1,0.53,0.99,19.98,1.27,0.02,0.17,0.46,0.31,0.34,0.35,,0.73,19.98,0.02,0.17,2005,1,19,19.96,0.13157894736842105,0,4,27.34246575342466,0
neo1-66,Marill,Neo Genesis,2000/12/16,Common,40.0,Water,,2,0,0,,,,,0.02,1.06,0.66,0.94,0.98,0.68,,0.81,0.68,0.02,1.06,2000,1,24,0.66,0.10526315789473684,0,2,0.8148148148148148,1
swsh4-69,Duskull,Vivid Voltage,2020/11/13,Common,60.0,Psychic,,1,0,1,0.01,0.15,25.06,0.07,0.02,0.03,0.04,0.03,0.04,0.04,,0.07250000000000001,25.06,0.01,0.03,2020,1,4,25.049999999999997,0.15789473684210525,0,4,345.51724137931024,0
ex3-73,Spoink,Dragon,2003/11/24,Common,50.0,Psychic,,1,0,1,0.23,0.5,3.25,0.47,0.02,0.19,0.2,0.18,0.02,0.25,,0.35,3.25,0.02,0.19,2003,1,21,3.23,0.13157894736842105,0,4,9.22857142857143,0
sm7-72,Phanpy,Celestial Storm,2018/08/03,Common,70.0,Fighting,,2,0,1,0.05,0.25,19.98,0.27,0.02,0.18,0.11,0.19,0.1,0.15,,0.21500000000000002,19.98,0.02,0.18,2018,1,6,19.96,0.18421052631578946,0,4,92.83720930232558,0
bw4-77,Ferroseed,Next Destinies,2012/02/08,Common,60.0,Metal,,1,0,1,0.01,0.25,19.98,0.16,0.02,0.14,0.1,0.1,0.15,0.13,,0.16,19.98,0.01,0.14,2012,1,12,19.97,0.15789473684210525,0,4,124.81249999999999,0
sm2-67,Gligar,Guardians Rising,2017/05/05,Common,70.0,Fighting,,1,0,1,0.01,0.18,18.56,0.11,0.02,0.08,0.06,0.09,0.17,0.05,,0.10749999999999998,18.56,0.01,0.08,2017,1,7,18.549999999999997,0.18421052631578946,0,4,172.5581395348837,0
xy5-75,Rhydon,Primal Clash,2015/02/04,Uncommon,100.0,Fighting,Rhyhorn,2,0,1,0.05,0.22,19.98,0.23,0.02,0.13,0.17,0.17,0.3,0.13,,0.18750000000000003,19.98,0.02,0.13,2015,2,9,19.96,0.2631578947368421,1,4,106.45333333333332,0
sm75-69,Blaine's Last Stand,Dragon Majesty,2018/09/07,Rare Ultra,,,,0,1,0,38.76,47.97,459.7,46.2,8.5,22.25,22.79,23.34,29.72,23.55,,35.265,459.7,8.5,22.25,2018,5,6,451.2,,0,4,12.794555508294343,0
ex13-72,Numel,Holon Phantoms,2006/05/01,Common,50.0,Fire,,2,0,1,0.02,0.45,19.98,0.43,0.02,0.39,0.26,0.25,0.9,0.3,,0.3575,19.98,0.02,0.39,2006,1,18,19.96,0.13157894736842105,0,4,55.83216783216784,0
ecard2-46,Dodrio,Aquapolis,2003/01/15,Uncommon,70.0,Colorless,Doduo,2,0,1,9.9,12.88,104.9,10.94,0.5,4.22,3.93,3.55,3.75,3.44,,7.702500000000001,104.9,0.5,4.22,2003,2,21,104.4,0.18421052631578946,1,4,13.554040895813047,0
sm4-63a,Guzzlord-GX,Crimson Invasion,2017/11/03,Rare Holo GX,210.0,Darkness,,3,1,0,,,,,1.0,4.25,3.55,4.54,1.0,1.0,,2.77,1.0,1.0,4.25,2017,4,7,0.0,0.5526315789473685,0,2,0.0,1
hgss1-78,Pikachu,HeartGold & SoulSilver,2010/02/10,Common,60.0,Lightning,,2,0,1,4.79,13.0,108.45,11.39,0.1,2.82,2.89,3.25,4.5,3.08,,7.68,108.45,0.1,2.82,2010,1,14,108.35000000000001,0.15789473684210525,0,4,14.108072916666668,0
ex6-69,Meowth,FireRed & LeafGreen,2004/09/01,Common,50.0,Colorless,,2,0,1,0.49,1.35,19.7,1.65,0.02,0.2,0.35,0.32,0.24,0.34,,0.9149999999999999,19.7,0.02,0.2,2004,1,20,19.68,0.13157894736842105,0,4,21.508196721311478,0
neo2-65,Teddiursa,Neo Discovery,2001/06/01,Common,40.0,Colorless,,2,0,0,,,,,0.02,0.46,0.49,0.61,0.8,0.44,,0.525,0.44,0.02,0.46,2001,1,23,0.42,0.10526315789473684,0,2,0.7999999999999999,0
sm5-72,Honchkrow,Ultra Prism,2018/02/02,Uncommon,110.0,Darkness,Murkrow,2,0,1,0.05,0.25,19.98,0.22,0.02,0.11,0.13,0.11,0.15,0.11,,0.1725,19.98,0.02,0.11,2018,2,6,19.96,0.2894736842105263,1,4,115.71014492753625,0
dp5-69,Omanyte,Majestic Dawn,2008/05/01,Common,70.0,Water,Helix Fossil,1,0,1,0.26,0.59,19.62,0.64,0.03,0.28,0.3,0.21,0.32,0.34,,0.445,19.62,0.03,0.28,2008,1,16,19.59,0.18421052631578946,1,4,44.02247191011236,0
ex10-72,Slowpoke,Unseen Forces,2005/08/01,Common,50.0,Psychic,,2,0,1,1.18,1.95,96.95,1.88,0.02,1.69,0.78,1.11,0.6,0.28,,1.3050000000000002,96.95,0.02,1.69,2005,1,19,96.93,0.13157894736842105,0,4,74.27586206896551,1
xy7-74,Forest of Giant Plants,Ancient Origins,2015/08/12,Uncommon,,,,0,0,1,0.08,0.34,19.98,0.52,0.0,0.85,0.37,0.57,0.49,0.49,,0.48,19.98,0.0,0.85,2015,2,9,19.98,,0,4,41.625,1
sm35-63,Pokémon Breeder,Shining Legends,2017/10/06,Uncommon,,,,0,0,1,0.1,0.25,19.98,0.23,0.02,0.13,0.13,0.07,0.04,0.15,,0.175,19.98,0.02,0.13,2017,2,7,19.96,,0,4,114.05714285714286,0
pl1-73,Dunsparce,Platinum,2009/02/11,Common,60.0,Colorless,,2,0,1,0.08,0.33,19.98,0.24,0.02,0.14,0.14,0.13,0.1,0.16,,0.21500000000000002,19.98,0.02,0.14,2009,1,15,19.96,0.15789473684210525,0,4,92.83720930232558,0
xy11-75,Magearna-EX,Steam Siege,2016/08/03,Rare Holo EX,160.0,Metal,,1,1,0,0.99,1.74,19.5,1.7,0.0,1.75,3.16,3.16,1.5,0.0,,1.65,19.5,0.0,1.75,2016,4,8,19.5,0.42105263157894735,0,4,11.818181818181818,0
xy2-81,Sentret,Flashfire,2014/05/07,Common,50.0,Colorless,,2,0,1,0.05,0.25,19.98,0.23,0.02,0.14,0.09,0.14,0.05,0.12,,0.185,19.98,0.02,0.14,2014,1,10,19.96,0.13157894736842105,0,4,107.8918918918919,0
bw7-74,Scolipede,Boundaries Crossed,2012/11/07,Rare Holo,150.0,Psychic,Whirlipede,1,1,1,2.75,3.9,48.1,3.88,0.1,4.19,3.74,4.51,2.95,3.98,,4.0675,48.1,0.1,4.19,2012,4,12,48.0,0.39473684210526316,1,4,11.800860479409957,0
sm3-69,Solrock,Burning Shadows,2017/08/05,Uncommon,90.0,Fighting,,2,0,1,0.01,0.18,19.98,0.08,0.02,0.07,0.06,0.07,0.05,0.07,,0.1,19.98,0.01,0.07,2017,2,7,19.97,0.23684210526315788,0,4,199.7,0
