id,name,set_name,set_release_date,rarity,hp,type,evolves_from,nb_attacks,is_holo,is_reverse,price_tcgplayer_low,price_tcgplayer_mid,price_tcgplayer_high,price_tcgplayer_market,price_cardmarket_low,price_cardmarket_trend,price_cardmarket_avg30,price_cardmarket_avg7,price_cardmarket_avg1,price_cardmarket_avg_sell,price_pricecharting,market_price,high_price,low_price,trend_price,year,rarity_encoded,set_age,price_range,hp_normalized,has_evolution,price_source_count,price_volatility,target
sv4-9,Steenee,Paradox Rift,2023/11/03,Uncommon,90.0,Grass,Bounsweet,2,0,1,0.01,0.15,1000.08,0.07,0.02,0.04,0.04,0.05,0.02,0.03,,0.075,1000.08,0.01,0.04,2023,2,1,1000.07,0.23684210526315788,1,4,13334.266666666668,0
sv4-10,Blipbug,Paradox Rift,2023/11/03,Common,50.0,Grass,,1,0,1,0.01,0.13,1000.06,0.06,0.02,0.04,0.03,0.04,0.02,0.02,,0.0625,1000.06,0.01,0.04,2023,1,1,1000.05,0.13157894736842105,0,4,16000.8,0
sv4-11,Dottler,Paradox Rift,2023/11/03,Common,80.0,Grass,Blipbug,2,0,1,0.01,0.14,1000.09,0.07,0.02,0.03,0.03,0.03,0.03,0.02,,0.065,1000.09,0.01,0.03,2023,1,1,1000.08,0.21052631578947367,1,4,15385.846153846154,0
sv4-12,Orbeetle,Paradox Rift,2023/11/03,Uncommon,130.0,Grass,Dottler,2,0,1,0.01,0.15,1000.08,0.07,0.02,0.04,0.03,0.04,0.02,0.03,,0.0725,1000.08,0.01,0.04,2023,2,1,1000.07,0.34210526315789475,1,4,13794.068965517243,0
sv4-13,Nymble,Paradox Rift,2023/11/03,Common,40.0,Grass,,1,0,1,0.01,0.15,1000.07,0.07,0.02,0.03,0.03,0.02,0.02,0.03,,0.0675,1000.07,0.01,0.03,2023,1,1,1000.0600000000001,0.10526315789473684,0,4,14815.703703703704,0
sv4-14,Nymble,Paradox Rift,2023/11/03,Common,50.0,Grass,,1,0,1,0.01,0.15,1000.08,0.07,0.02,0.04,0.03,0.03,0.02,0.03,,0.07,1000.08,0.01,0.04,2023,1,1,1000.07,0.13157894736842105,0,4,14286.714285714284,0
sv4-15,Toedscool,Paradox Rift,2023/11/03,Common,50.0,Grass,,2,0,1,0.01,0.17,1000.16,0.17,0.02,0.02,0.04,0.03,0.06,0.04,,0.10250000000000001,1000.16,0.01,0.02,2023,1,1,1000.15,0.13157894736842105,0,4,9757.560975609755,0
sv4-16,Toedscool,Paradox Rift,2023/11/03,Common,60.0,Grass,,2,0,1,0.01,0.2,1000.16,0.18,0.02,0.03,0.03,0.03,0.03,0.03,,0.11000000000000001,1000.16,0.01,0.03,2023,1,1,1000.15,0.15789473684210525,0,4,9092.272727272726,0
sv4-17,Toedscruel,Paradox Rift,2023/11/03,Uncommon,120.0,Grass,Toedscool,1,0,1,0.01,0.22,1000.23,0.19,0.02,0.04,0.04,0.05,0.02,0.03,,0.12250000000000001,1000.23,0.01,0.04,2023,2,1,1000.22,0.3157894736842105,1,4,8165.061224489796,0
sv4-18,Wo-Chien,Paradox Rift,2023/11/03,Rare,130.0,Grass,,2,1,1,0.01,0.2,1000.18,0.16,0.02,0.05,0.06,0.07,0.06,0.05,,0.12,1000.18,0.01,0.05,2023,3,1,1000.17,0.34210526315789475,0,4,8334.75,0
sv4-19,Magby,Paradox Rift,2023/11/03,Common,30.0,Fire,,1,0,1,0.01,0.15,1000.1,0.08,0.02,0.04,0.03,0.04,0.03,0.03,,0.075,1000.1,0.01,0.04,2023,1,1,1000.09,0.07894736842105263,0,4,13334.533333333335,0
sv4-20,Pansear,Paradox Rift,2023/11/03,Common,70.0,Fire,,2,0,1,0.01,0.14,1000.11,0.08,0.02,0.02,0.02,0.03,0.03,0.02,,0.0675,1000.11,0.01,0.02,2023,1,1,1000.1,0.18421052631578946,0,4,14816.296296296296,0
sv4-21,Simisear,Paradox Rift,2023/11/03,Uncommon,100.0,Fire,Pansear,1,0,1,0.01,0.15,1000.11,0.1,0.02,0.04,0.03,0.03,0.05,0.02,,0.07500000000000001,1000.11,0.01,0.04,2023,2,1,1000.1,0.2631578947368421,1,4,13334.666666666664,0
sv4-22,Volcanion,Paradox Rift,2023/11/03,Rare,130.0,Fire,,2,1,1,0.02,0.19,1000.17,0.15,0.02,0.07,0.06,0.07,0.04,0.06,,0.1175,1000.17,0.02,0.07,2023,3,1,1000.15,0.34210526315789475,0,4,8511.914893617022,0
sv4-23,Fuecoco,Paradox Rift,2023/11/03,Common,80.0,Fire,,2,0,1,0.01,0.15,1000.1,0.08,0.02,0.03,0.03,0.03,0.02,0.04,,0.07499999999999998,1000.1,0.01,0.03,2023,1,1,1000.09,0.21052631578947367,0,4,13334.533333333336,0
sv4-24,Crocalor,Paradox Rift,2023/11/03,Uncommon,100.0,Fire,Fuecoco,1,0,1,0.01,0.15,1000.08,0.11,0.02,0.02,0.02,0.02,0.02,0.02,,0.07500000000000001,1000.08,0.01,0.02,2023,2,1,1000.07,0.2631578947368421,1,4,13334.266666666665,0
sv4-25,Charcadet,Paradox Rift,2023/11/03,Common,60.0,Fire,,2,0,1,0.01,0.16,1000.14,0.16,0.02,0.02,0.03,0.03,0.03,0.03,,0.095,1000.14,0.01,0.02,2023,1,1,1000.13,0.15789473684210525,0,4,10527.684210526315,0
sv4-26,Charcadet,Paradox Rift,2023/11/03,Common,80.0,Fire,,2,0,1,0.01,0.19,1000.17,0.18,0.02,0.03,0.04,0.04,0.04,0.05,,0.11499999999999999,1000.17,0.01,0.03,2023,1,1,1000.16,0.21052631578947367,0,4,8697.04347826087,0
sv4-27,Armarouge ex,Paradox Rift,2023/11/03,Double Rare,260.0,Fire,Charcadet,1,1,0,0.49,0.99,19.54,0.75,0.1,0.54,0.7,0.58,0.9,0.72,,0.76,19.54,0.1,0.54,2023,4,1,19.439999999999998,0.6842105263157895,1,4,25.578947368421048,0
sv4-28,Iron Moth,Paradox Rift,2023/11/03,Rare,130.0,Fire,,1,1,1,0.01,0.18,1000.14,0.14,6.0,0.0,0.0,0.0,0.0,0.0,,0.08,1000.14,0.01,0.0,2023,3,1,1000.13,0.34210526315789475,0,4,12501.625,0
sv4-29,Chi-Yu,Paradox Rift,2023/11/03,Rare,110.0,Fire,,2,1,1,0.03,0.2,1000.14,0.14,0.02,0.04,0.09,0.06,0.06,0.1,,0.125,1000.14,0.02,0.04,2023,3,1,1000.12,0.2894736842105263,0,4,8000.96,0
sv4-30,Horsea,Paradox Rift,2023/11/03,Common,60.0,Water,,1,0,1,0.01,0.15,1000.12,0.1,0.02,0.04,0.04,0.05,0.05,0.03,,0.0825,1000.12,0.01,0.04,2023,1,1,1000.11,0.15789473684210525,0,4,12122.545454545454,0
sv4-31,Seadra,Paradox Rift,2023/11/03,Common,90.0,Water,Horsea,1,0,1,0.01,0.15,1000.09,0.09,0.02,0.04,0.04,0.04,0.03,0.04,,0.07999999999999999,1000.09,0.01,0.04,2023,1,1,1000.08,0.23684210526315788,1,4,12501.000000000002,0
sv4-32,Kingdra,Paradox Rift,2023/11/03,Rare,150.0,Water,Seadra,2,1,1,0.02,0.2,1000.2,0.17,0.02,0.07,0.08,0.07,0.13,0.09,,0.1325,1000.2,0.02,0.07,2023,3,1,1000.1800000000001,0.39473684210526316,1,4,7548.528301886792,0
sv4-33,Remoraid,Paradox Rift,2023/11/03,Common,70.0,Water,,1,0,1,0.01,0.15,1000.06,0.05,0.02,0.05,0.04,0.02,0.02,0.04,,0.065,1000.06,0.01,0.05,2023,1,1,1000.05,0.18421052631578946,0,4,15385.384615384613,0
sv4-34,Octillery,Paradox Rift,2023/11/03,Common,110.0,Water,Remoraid,1,0,1,0.01,0.17,1000.15,0.14,0.02,0.05,0.05,0.04,0.03,0.06,,0.10250000000000001,1000.15,0.01,0.05,2023,1,1,1000.14,0.2894736842105263,1,4,9757.463414634145,0
sv4-35,Feebas,Paradox Rift,2023/11/03,Common,30.0,Water,,1,0,1,0.01,0.15,1000.11,0.09,0.02,0.03,0.03,0.03,0.04,0.03,,0.07500000000000001,1000.11,0.01,0.03,2023,1,1,1000.1,0.07894736842105263,0,4,13334.666666666664,0
sv4-36,Milotic,Paradox Rift,2023/11/03,Rare,120.0,Water,Feebas,1,1,1,0.01,0.2,1000.18,0.15,0.02,0.07,0.09,0.08,0.03,0.1,,0.13249999999999998,1000.18,0.01,0.07,2023,3,1,1000.17,0.3157894736842105,1,4,7548.45283018868,0
sv4-37,Snorunt,Paradox Rift,2023/11/03,Common,60.0,Water,,1,0,1,0.01,0.15,1000.15,0.09,0.02,0.05,0.05,0.07,0.04,0.04,,0.0875,1000.15,0.01,0.05,2023,1,1,1000.14,0.15789473684210525,0,4,11430.17142857143,0
sv4-38,Garchomp ex,Paradox Rift,2023/11/03,Double Rare,320.0,Water,Gabite,2,1,0,0.49,1.0,501.5,0.89,0.3,1.04,1.08,1.01,0.89,1.04,,0.9850000000000001,501.5,0.3,1.04,2023,4,1,501.2,0.8421052631578947,1,4,508.8324873096446,0
sv4-39,Mantyke,Paradox Rift,2023/11/03,Common,30.0,Water,,1,0,1,0.01,0.16,1000.17,0.16,0.02,0.05,0.05,0.04,0.02,0.05,,0.1025,1000.17,0.01,0.05,2023,1,1,1000.16,0.07894736842105263,0,4,9757.658536585366,0
sv4-40,Palkia,Paradox Rift,2023/11/03,Rare,130.0,Water,,2,1,1,0.01,0.2,1000.22,0.16,0.02,0.07,0.08,0.09,0.09,0.09,,0.13499999999999998,1000.22,0.01,0.07,2023,3,1,1000.21,0.34210526315789475,0,4,7408.962962962964,0
sv4-41,Panpour,Paradox Rift,2023/11/03,Common,70.0,Water,,2,0,1,0.01,0.15,1000.13,0.11,0.02,0.04,0.03,0.04,0.02,0.03,,0.0825,1000.13,0.01,0.04,2023,1,1,1000.12,0.18421052631578946,0,4,12122.666666666666,0
sv4-42,Simipour,Paradox Rift,2023/11/03,Uncommon,100.0,Water,Panpour,1,0,1,0.01,0.15,1000.08,0.07,0.02,0.04,0.04,0.05,0.02,0.03,,0.075,1000.08,0.01,0.04,2023,2,1,1000.07,0.2631578947368421,1,4,13334.266666666668,0
sv4-43,Vanillite,Paradox Rift,2023/11/03,Common,60.0,Water,,1,0,1,0.01,0.13,1000.08,0.08,0.02,0.03,0.03,0.02,0.02,0.03,,0.065,1000.08,0.01,0.03,2023,1,1,1000.07,0.15789473684210525,0,4,15385.692307692309,0
sv4-44,Vanillish,Paradox Rift,2023/11/03,Common,90.0,Water,Vanillite,1,0,1,0.01,0.15,1000.13,0.12,0.02,0.04,0.04,0.05,0.02,0.03,,0.08750000000000001,1000.13,0.01,0.04,2023,1,1,1000.12,0.23684210526315788,1,4,11429.942857142856,0
sv4-45,Vanilluxe,Paradox Rift,2023/11/03,Uncommon,150.0,Water,Vanillish,1,0,1,0.01,0.15,1000.08,0.08,0.02,0.04,0.03,0.04,0.03,0.03,,0.075,1000.08,0.01,0.04,2023,2,1,1000.07,0.39473684210526316,1,4,13334.266666666668,0
sv4-46,Tsareena ex,Paradox Rift,2023/11/03,Double Rare,310.0,Water,Steenee,2,1,0,0.3,0.97,5.0,0.79,0.1,0.92,0.8,0.83,0.67,0.76,,0.8375,5.0,0.1,0.92,2023,4,1,4.9,0.8157894736842105,1,4,5.850746268656716,0
sv4-47,Wimpod,Paradox Rift,2023/11/03,Common,70.0,Water,,2,0,1,0.01,0.15,1000.09,0.1,0.02,0.03,0.03,0.04,0.04,0.03,,0.08,1000.09,0.01,0.03,2023,1,1,1000.08,0.18421052631578946,0,4,12501.0,0
sv4-48,Wimpod,Paradox Rift,2023/11/03,Common,70.0,Water,,2,0,1,0.01,0.15,1000.14,0.11,0.02,0.03,0.03,0.03,0.02,0.03,,0.08000000000000002,1000.14,0.01,0.03,2023,1,1,1000.13,0.18421052631578946,0,4,12501.624999999998,0
sv4-49,Golisopod,Paradox Rift,2023/11/03,Rare,140.0,Water,Wimpod,2,1,1,0.01,0.19,1000.13,0.11,0.02,0.16,0.16,0.17,0.04,0.17,,0.16,1000.13,0.01,0.16,2023,3,1,1000.12,0.3684210526315789,1,4,6250.75,0
sv4-50,Golisopod ex,Paradox Rift,2023/11/03,Double Rare,270.0,Water,Wimpod,2,1,0,0.49,0.99,50.0,0.79,0.09,0.61,0.64,0.68,0.48,0.62,,0.77,50.0,0.09,0.61,2023,4,1,49.91,0.7105263157894737,1,4,64.81818181818181,0
sv4-51,Wiglett,Paradox Rift,2023/11/03,Common,50.0,Water,,1,0,1,0.01,0.15,1000.1,0.09,0.02,0.04,0.04,0.03,0.02,0.04,,0.07749999999999999,1000.1,0.01,0.04,2023,1,1,1000.09,0.13157894736842105,0,4,12904.387096774197,0
sv4-52,Wiglett,Paradox Rift,2023/11/03,Common,60.0,Water,,1,0,1,0.01,0.15,1000.12,0.12,0.02,0.03,0.04,0.04,0.03,0.04,,0.0875,1000.12,0.01,0.03,2023,1,1,1000.11,0.15789473684210525,0,4,11429.828571428572,0
sv4-53,Wugtrio,Paradox Rift,2023/11/03,Uncommon,90.0,Water,Wiglett,1,0,1,0.01,0.15,1000.07,0.07,0.02,0.03,0.03,0.03,0.02,0.03,,0.07,1000.07,0.01,0.03,2023,2,1,1000.0600000000001,0.23684210526315788,1,4,14286.571428571428,0
sv4-54,Veluza,Paradox Rift,2023/11/03,Uncommon,120.0,Water,,1,0,1,0.01,0.13,1000.04,0.04,0.02,0.04,0.03,0.04,0.02,0.03,,0.060000000000000005,1000.04,0.01,0.04,2023,2,1,1000.03,0.3157894736842105,0,4,16667.166666666664,0
sv4-55,Dondozo,Paradox Rift,2023/11/03,Uncommon,160.0,Water,,2,0,1,0.01,0.15,1000.1,0.11,0.02,0.03,0.03,0.03,0.02,0.03,,0.08000000000000002,1000.1,0.01,0.03,2023,2,1,1000.09,0.42105263157894735,0,4,12501.124999999998,0
sv4-56,Iron Bundle,Paradox Rift,2023/11/03,Uncommon,100.0,Water,,1,0,1,0.01,0.21,20.0,0.21,0.02,0.07,0.07,0.11,0.04,0.06,,0.1475,20.0,0.01,0.07,2023,2,1,19.99,0.2631578947368421,0,4,135.52542372881356,0
sv4-57,Chien-Pao,Paradox Rift,2023/11/03,Rare,120.0,Water,,2,1,1,0.01,0.16,1000.09,0.1,0.02,0.07,0.08,0.07,0.02,0.08,,0.10250000000000001,1000.09,0.01,0.07,2023,3,1,1000.08,0.3157894736842105,0,4,9756.878048780487,0
sv4-58,Mewtwo ex,Paradox Rift,2023/11/03,Double Rare,230.0,Lightning,,2,1,0,1.38,2.85,96.95,2.84,0.5,1.85,1.81,1.91,1.91,1.79,,2.3474999999999997,96.95,0.5,1.85,2023,4,1,96.45,0.6052631578947368,0,4,41.08626198083068,0
sv4-59,Elekid,Paradox Rift,2023/11/03,Common,30.0,Lightning,,1,0,1,0.01,0.15,1000.13,0.16,0.02,0.03,0.03,0.04,0.02,0.03,,0.09499999999999999,1000.13,0.01,0.03,2023,1,1,1000.12,0.07894736842105263,0,4,10527.578947368422,0
sv4-60,Plusle,Paradox Rift,2023/11/03,Common,70.0,Lightning,,1,0,1,0.01,0.15,1000.11,0.08,0.02,0.03,0.03,0.03,0.04,0.03,,0.07250000000000001,1000.11,0.01,0.03,2023,1,1,1000.1,0.18421052631578946,0,4,13794.482758620688,0
sv4-61,Minun,Paradox Rift,2023/11/03,Common,70.0,Lightning,,1,0,1,0.01,0.15,1000.1,0.11,0.02,0.03,0.03,0.02,0.03,0.03,,0.07750000000000001,1000.1,0.01,0.03,2023,1,1,1000.09,0.18421052631578946,0,4,12904.387096774191,0
sv4-62,Blitzle,Paradox Rift,2023/11/03,Common,60.0,Lightning,,2,0,1,0.01,0.17,1000.17,0.14,0.02,0.04,0.04,0.03,0.02,0.05,,0.0975,1000.17,0.01,0.04,2023,1,1,1000.16,0.15789473684210525,0,4,10258.051282051281,0
sv4-63,Zebstrika,Paradox Rift,2023/11/03,Uncommon,120.0,Lightning,Blitzle,2,0,1,0.01,0.15,1000.07,0.07,0.02,0.03,0.03,0.03,0.03,0.03,,0.07,1000.07,0.01,0.03,2023,2,1,1000.0600000000001,0.3157894736842105,1,4,14286.571428571428,0
sv4-64,Joltik,Paradox Rift,2023/11/03,Common,40.0,Lightning,,1,0,1,0.01,0.15,1000.1,0.08,0.02,0.06,0.06,0.02,0.02,0.07,,0.08,1000.1,0.01,0.06,2023,1,1,1000.09,0.10526315789473684,0,4,12501.125,0
sv4-65,Galvantula,Paradox Rift,2023/11/03,Common,100.0,Lightning,Joltik,1,0,1,0.01,0.15,1000.11,0.11,0.02,0.03,0.03,0.03,0.04,0.03,,0.08000000000000002,1000.11,0.01,0.03,2023,1,1,1000.1,0.2631578947368421,1,4,12501.249999999998,0
sv4-66,Zekrom,Paradox Rift,2023/11/03,Rare,130.0,Lightning,,2,1,1,0.03,0.2,1000.16,0.13,0.02,0.04,0.1,0.09,0.16,0.1,,0.13,1000.16,0.02,0.04,2023,3,1,1000.14,0.34210526315789475,0,4,7693.384615384615,0
sv4-67,Oricorio,Paradox Rift,2023/11/03,Common,90.0,Lightning,,2,0,1,0.01,0.15,1000.13,0.09,0.02,0.03,0.03,0.03,0.04,0.03,,0.07500000000000001,1000.13,0.01,0.03,2023,1,1,1000.12,0.23684210526315788,0,4,13334.93333333333,0
sv4-68,Tapu Koko ex,Paradox Rift,2023/11/03,Double Rare,210.0,Lightning,,2,1,0,0.25,0.95,501.5,0.72,0.1,0.67,0.66,0.6,0.62,0.67,,0.735,501.5,0.1,0.67,2023,4,1,501.4,0.5526315789473685,0,4,682.1768707482993,0
sv4-69,Toxel,Paradox Rift,2023/11/03,Common,70.0,Lightning,,1,0,1,0.01,0.15,1000.13,0.13,0.02,0.04,0.02,0.03,0.02,0.03,,0.08500000000000002,1000.13,0.01,0.04,2023,1,1,1000.12,0.18421052631578946,0,4,11766.117647058822,0
sv4-70,Iron Hands ex,Paradox Rift,2023/11/03,Double Rare,230.0,Lightning,,2,1,0,0.25,1.0,96.95,0.86,0.29,0.82,0.9,0.74,0.82,1.02,,0.905,96.95,0.25,0.82,2023,4,1,96.7,0.6052631578947368,0,4,106.85082872928177,0
sv4-71,Natu,Paradox Rift,2023/11/03,Common,50.0,Psychic,,1,0,1,0.01,0.15,20.0,0.11,0.02,0.03,0.03,0.02,0.03,0.04,,0.08,20.0,0.01,0.03,2023,1,1,19.99,0.13157894736842105,0,4,249.87499999999997,0
sv4-72,Xatu,Paradox Rift,2023/11/03,Rare,100.0,Psychic,Natu,1,1,1,0.01,0.2,501.5,0.12,0.02,0.12,0.11,0.1,0.13,0.09,,0.1275,501.5,0.01,0.12,2023,3,1,501.49,0.2631578947368421,1,4,3933.2549019607845,0
sv4-73,Latios,Paradox Rift,2023/11/03,Rare,110.0,Psychic,,2,1,1,0.02,0.23,1000.23,0.16,0.02,0.12,0.11,0.09,0.1,0.11,,0.1475,1000.23,0.02,0.12,2023,3,1,1000.21,0.2894736842105263,0,4,6781.084745762712,0
sv4-74,Deoxys,Paradox Rift,2023/11/03,Rare,120.0,Psychic,,2,1,1,0.05,0.22,1000.2,0.22,0.02,0.11,0.12,0.07,0.07,0.12,,0.15750000000000003,1000.2,0.02,0.11,2023,3,1,1000.1800000000001,0.3157894736842105,0,4,6350.349206349206,0
sv4-75,Yamask,Paradox Rift,2023/11/03,Common,70.0,Psychic,,1,0,1,0.01,0.12,1000.09,0.08,0.02,0.02,0.02,0.02,0.05,0.02,,0.06,1000.09,0.01,0.02,2023,1,1,1000.08,0.18421052631578946,0,4,16668.0,0
sv4-76,Cofagrigus ex,Paradox Rift,2023/11/03,Double Rare,260.0,Psychic,Yamask,1,1,0,0.36,0.93,30.0,0.79,0.15,0.73,0.68,0.62,0.6,0.66,,0.7500000000000001,30.0,0.15,0.73,2023,4,1,29.85,0.6842105263157895,1,4,39.8,0
sv4-77,Pumpkaboo,Paradox Rift,2023/11/03,Common,60.0,Psychic,,2,0,1,0.01,0.14,1000.06,0.06,0.02,0.03,0.03,0.02,0.03,0.04,,0.065,1000.06,0.01,0.03,2023,1,1,1000.05,0.15789473684210525,0,4,15385.384615384613,0
sv4-78,Gourgeist,Paradox Rift,2023/11/03,Uncommon,110.0,Psychic,Pumpkaboo,1,0,1,0.01,0.15,1000.09,0.09,0.02,0.03,0.03,0.02,0.02,0.03,,0.07250000000000001,1000.09,0.01,0.03,2023,2,1,1000.08,0.2894736842105263,1,4,13794.206896551723,0
sv4-79,Flittle,Paradox Rift,2023/11/03,Common,40.0,Psychic,,1,0,1,0.01,0.15,1000.07,0.06,0.02,0.03,0.03,0.03,0.02,0.03,,0.0675,1000.07,0.01,0.03,2023,1,1,1000.0600000000001,0.10526315789473684,0,4,14815.703703703704,0
sv4-80,Flittle,Paradox Rift,2023/11/03,Common,50.0,Psychic,,1,0,1,0.01,0.15,1000.06,0.07,0.02,0.03,0.03,0.03,0.02,0.03,,0.07,1000.06,0.01,0.03,2023,1,1,1000.05,0.13157894736842105,0,4,14286.428571428569,0
sv4-81,Espathra,Paradox Rift,2023/11/03,Rare,120.0,Psychic,Flittle,1,1,1,0.01,0.17,1000.14,0.13,0.02,0.05,0.06,0.05,0.03,0.06,,0.10250000000000001,1000.14,0.01,0.05,2023,3,1,1000.13,0.3157894736842105,1,4,9757.365853658535,0
sv4-82,Tinkatink,Paradox Rift,2023/11/03,Common,60.0,Psychic,,2,0,1,0.01,0.15,1000.11,0.1,0.02,0.03,0.03,0.03,0.02,0.03,,0.07750000000000001,1000.11,0.01,0.03,2023,1,1,1000.1,0.15789473684210525,0,4,12904.516129032256,0
sv4-83,Tinkatink,Paradox Rift,2023/11/03,Common,70.0,Psychic,,1,0,1,0.01,0.15,1000.11,0.12,0.02,0.03,0.04,0.03,0.03,0.04,,0.08499999999999999,1000.11,0.01,0.03,2023,1,1,1000.1,0.18421052631578946,0,4,11765.882352941178,0
sv4-84,Tinkatuff,Paradox Rift,2023/11/03,Common,80.0,Psychic,Tinkatink,1,0,1,0.01,0.15,1000.1,0.1,0.02,0.02,0.03,0.03,0.02,0.03,,0.07750000000000001,1000.1,0.01,0.02,2023,1,1,1000.09,0.21052631578947367,1,4,12904.387096774191,0
sv4-85,Tinkaton,Paradox Rift,2023/11/03,Uncommon,130.0,Psychic,Tinkatuff,2,0,1,0.01,0.19,1000.2,0.18,0.02,0.04,0.04,0.03,0.02,0.04,,0.10999999999999999,1000.2,0.01,0.04,2023,2,1,1000.19,0.34210526315789475,1,4,9092.636363636366,0
sv4-86,Scream Tail,Paradox Rift,2023/11/03,Uncommon,90.0,Psychic,,2,0,1,0.01,0.17,1000.16,0.15,0.02,0.05,0.04,0.04,0.03,0.05,,0.1025,1000.16,0.01,0.05,2023,2,1,1000.15,0.23684210526315788,0,4,9757.560975609756,0
sv4-87,Gimmighoul,Paradox Rift,2023/11/03,Common,50.0,Psychic,,2,0,1,0.01,0.2,1000.21,0.2,0.02,0.02,0.05,0.03,0.03,0.06,,0.1225,1000.21,0.01,0.02,2023,1,1,1000.2,0.13157894736842105,0,4,8164.897959183674,0
sv4-88,Gimmighoul,Paradox Rift,2023/11/03,Common,70.0,Psychic,,1,0,1,0.01,0.15,1000.13,0.13,0.02,0.05,0.06,0.05,0.02,0.07,,0.1,1000.13,0.01,0.05,2023,1,1,1000.12,0.18421052631578946,0,4,10001.199999999999,0
sv4-89,Iron Valiant ex,Paradox Rift,2023/11/03,Double Rare,220.0,Psychic,,1,1,0,0.41,0.99,12.0,0.89,0.06,0.72,0.74,0.65,0.71,0.81,,0.835,12.0,0.06,0.72,2023,4,1,11.94,0.5789473684210527,0,4,14.29940119760479,0
sv4-90,Onix,Paradox Rift,2023/11/03,Common,120.0,Fighting,,2,0,1,0.01,0.15,1000.09,0.08,0.02,0.03,0.03,0.03,0.03,0.03,,0.07250000000000001,1000.09,0.01,0.03,2023,1,1,1000.08,0.3157894736842105,0,4,13794.206896551723,0
sv4-91,Gligar,Paradox Rift,2023/11/03,Common,70.0,Fighting,,1,0,1,0.01,0.15,1000.1,0.09,0.02,0.03,0.05,0.02,0.02,0.05,,0.0775,1000.1,0.01,0.03,2023,1,1,1000.09,0.18421052631578946,0,4,12904.387096774193,0
sv4-92,Gliscor,Paradox Rift,2023/11/03,Uncommon,120.0,Fighting,Gligar,2,0,1,0.01,0.15,1000.08,0.08,0.02,0.03,0.03,0.02,0.02,0.03,,0.07,1000.08,0.01,0.03,2023,2,1,1000.07,0.3157894736842105,1,4,14286.714285714284,0
sv4-93,Groudon,Paradox Rift,2023/11/03,Rare,130.0,Fighting,,2,1,1,0.01,0.2,2.59,0.14,0.02,0.07,0.09,0.08,0.06,0.1,,0.13,2.59,0.01,0.07,2023,3,1,2.58,0.34210526315789475,0,4,19.846153846153847,0
sv4-94,Gible,Paradox Rift,2023/11/03,Common,70.0,Fighting,,1,0,1,0.01,0.15,1000.17,0.13,0.02,0.03,0.04,0.03,0.02,0.04,,0.0875,1000.17,0.01,0.03,2023,1,1,1000.16,0.18421052631578946,0,4,11430.4,0
sv4-95,Gabite,Paradox Rift,2023/11/03,Common,100.0,Fighting,Gible,1,0,1,0.01,0.15,1000.14,0.12,0.02,0.03,0.04,0.03,0.04,0.05,,0.0875,1000.14,0.01,0.03,2023,1,1,1000.13,0.2631578947368421,1,4,11430.057142857144,0
sv4-96,Mienfoo,Paradox Rift,2023/11/03,Common,60.0,Fighting,,2,0,1,0.01,0.14,1000.06,0.06,0.02,0.03,0.03,0.03,0.02,0.03,,0.065,1000.06,0.01,0.03,2023,1,1,1000.05,0.15789473684210525,0,4,15385.384615384613,0
sv4-97,Mienshao,Paradox Rift,2023/11/03,Uncommon,100.0,Fighting,Mienfoo,2,0,1,0.01,0.12,1000.06,0.05,0.02,0.03,0.03,0.02,0.02,0.03,,0.05499999999999999,1000.06,0.01,0.03,2023,2,1,1000.05,0.2631578947368421,1,4,18182.727272727276,0
sv4-98,Hoopa ex,Paradox Rift,2023/11/03,Double Rare,220.0,Fighting,,2,1,0,0.35,0.98,50.0,0.76,0.19,0.89,0.97,0.86,1.0,0.98,,0.8949999999999999,50.0,0.19,0.89,2023,4,1,49.81,0.5789473684210527,0,4,55.65363128491621,0
sv4-99,Minior,Paradox Rift,2023/11/03,Uncommon,70.0,Fighting,,1,0,1,0.01,0.15,1000.13,0.13,0.02,0.02,0.03,0.03,0.03,0.03,,0.08500000000000002,1000.13,0.01,0.02,2023,2,1,1000.12,0.18421052631578946,0,4,11766.117647058822,0
sv4-100,Toxtricity ex,Paradox Rift,2023/11/03,Double Rare,260.0,Fighting,Toxel,2,1,0,0.25,0.99,75.0,0.86,0.2,0.75,0.75,0.82,0.62,0.75,,0.855,75.0,0.2,0.75,2023,4,1,74.8,0.6842105263157895,1,4,87.48538011695906,0
sv4-101,Nacli,Paradox Rift,2023/11/03,Common,60.0,Fighting,,2,0,1,0.01,0.15,20.0,0.07,0.02,0.03,0.03,0.03,0.06,0.03,,0.07,20.0,0.01,0.03,2023,1,1,19.99,0.15789473684210525,0,4,285.5714285714285,0
sv4-102,Nacli,Paradox Rift,2023/11/03,Common,70.0,Fighting,,1,0,1,0.01,0.15,1000.09,0.09,0.02,0.04,0.04,0.04,0.02,0.04,,0.07999999999999999,1000.09,0.01,0.04,2023,1,1,1000.08,0.18421052631578946,0,4,12501.000000000002,0
sv4-103,Naclstack,Paradox Rift,2023/11/03,Common,100.0,Fighting,Nacli,1,0,1,0.01,0.14,1000.07,0.08,0.02,0.03,0.04,0.03,0.03,0.04,,0.07250000000000001,1000.07,0.01,0.03,2023,1,1,1000.0600000000001,0.2631578947368421,1,4,13793.931034482757,0
